order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date
4f9e9ff9b48f4873865282fb49b96a60,c0778937ebef493aac2a8697c3cb9d7a,processing,2025-10-19 16:05:00,
6bea31825f2c466ab0f9a328ef3c635e,75485b49754e4b74bcd84ae259efe8f1,delivered,2025-11-17 22:07:00,2025-11-29 22:07:00
5f755551fe76469ca0e1a6b66cc76138,626961c490224f67a99bf37a99fcc0cc,delivered,2025-12-01 16:54:00,2025-12-08 16:54:00
ca60156920d141dcaacad96d4ee8c33c,301acb89085949a88d19c5f7da62d38f,canceled,2025-11-03 09:22:00,
806234ac9a624372ab10cc194de515b3,a247181eb08d43d2afa6001eb61fcb25,approved,2025-07-25 07:57:00,
38be4b386ade4b7fb44fc29c41f03a5c,0f6131d6a68b4a06967382bf7e142145,approved,2025-05-19 17:38:00,
566b778ca30346e5b05de62ec71d3577,f34969b57484456cbad3313fb416af21,delivered,2025-11-01 12:01:00,2025-11-07 12:01:00
85e9f1f708de4016a3c1603aacfca6db,dd6d77ebd8dc41cca5dd2ebae12fe7ca,delivered,2025-09-26 07:38:00,2025-09-29 07:38:00
11ac63742ab34872b576d7a0d410117b,40e400432a3844ca8d9f3c6cbce79eb0,canceled,2025-08-02 16:25:00,
fba90bc386d04bd3a2058a08501dece9,4d4d25ba8d13401da23e302a94fd684a,delivered,2025-11-05 12:12:00,2025-11-10 12:12:00
63034dd180be405aae9856e27e241749,8c1b18fb8259430c915308325347f9fd,delivered,2025-10-29 11:24:00,2025-11-12 11:24:00
118c71904a7a46cc9d8936c5659dcff1,6473ac7b1bbb4af5b534b0e8e719d3fe,delivered,2025-12-25 13:45:00,2025-12-27 13:45:00
08c5b5f446c34451be44511f5c9bd17e,18d902b22bb541798f88114d7e092eaf,delivered,2025-06-22 06:41:00,2025-06-30 06:41:00
c6f17ece5287434abd882d1b516adacb,3ce2a2cb71344d7d937e79b87535eb1c,delivered,2025-03-01 07:24:00,2025-03-10 07:24:00
378c3e671baf4cd5977e93ac1658528f,8cab4545d96b4e48b2887274970c53a8,delivered,2025-02-23 20:39:00,2025-03-03 20:39:00
66623a4b9c424209902cd577b27b23b9,d31ee5442f0e4c3aa21cbd7e9280f195,delivered,2025-06-16 11:53:00,2025-06-18 11:53:00
6706cbc5d1364cf39b576e10c54e4e05,f77aee15f3ad4135ab7fcee60808c698,delivered,2025-04-21 21:18:00,2025-05-02 21:18:00
52deb346f7c94e31a107369ac68eadd0,c20684accbd649129c69bca307f9e01c,delivered,2025-07-02 12:38:00,2025-07-07 12:38:00
7bd43dca50394f4fbafc09740767fdc6,ee70cac3a66b4de5bd6360a7f9859b26,delivered,2025-08-11 18:46:00,2025-08-24 18:46:00
b2e6084aaeb943d682ee70b03ba27a4d,71e4dad24d7b4008be3a15c1175eaa90,delivered,2025-10-17 13:16:00,2025-10-26 13:16:00
40f08271f9ef44eb83fb251238c75f32,535eba1249664bdfab91f9231dadb113,delivered,2025-03-17 19:33:00,2025-03-27 19:33:00
93002019b1ab4c79a290075a149f9f96,3a533cebaab2429bb4f6792d5c18a81a,shipped,2025-01-04 21:40:00,
91282ff6fafa4b6c934ef89ad57350cc,5cd82554de7b418c8283d58af4ae20cb,shipped,2025-07-12 13:11:00,
b9dd73fc42c940758d4c09452634b675,74538173235449739a34a43d622ad4bc,delivered,2025-08-26 07:40:00,2025-08-31 07:40:00
8a2e6fe15ba54486ae07306f9ac2ba93,507b6e8cf348402bbd4e8a8e93a0e5b8,delivered,2025-09-26 09:29:00,2025-10-09 09:29:00
15f8edd5520c45609716ff2ff68db783,a3e6a1a3509f4b02b51cc8805dd4f907,delivered,2025-03-30 16:21:00,2025-04-09 16:21:00
2e6e9dd779d649bbbc90b0430e0d480a,250bfab3c7424c76bcf2d980ea3af87c,delivered,2025-11-28 09:10:00,2025-12-11 09:10:00
60ddb9176a1146f6843b4de2a1790761,9fce4a7c2fe540b2b59b2a33f705dccc,delivered,2025-02-20 17:54:00,2025-02-23 17:54:00
1c2265c549af4fff80843b7f027daf61,264d40cd1f71492f934b1b748db2d6f7,delivered,2025-09-15 14:19:00,2025-09-19 14:19:00
7b535353948c4d03a16e28367d2260e5,d1da9d7098124ba896ddca569761a4a5,delivered,2025-08-11 06:03:00,2025-08-17 06:03:00
a2af1182d2644183a90f559633c11185,26388398cecf4433b9fc66bb2d22fd60,approved,2025-06-26 20:56:00,
7ce8046aa10b4c0eb27f34d3541dec4c,524bd699896145ae83b7e07a9dd00ab5,delivered,2025-02-17 11:21:00,2025-02-23 11:21:00
8ec4a0a558e843fcb2a686c5de7f52d3,f91c072912d94ddbab0f79d7f3fe1f1e,approved,2025-10-07 15:51:00,
a54169112abc44cf9e63204b3f6e6174,3cada8b8cd6c4ac3a26f37dd74c5cdf1,delivered,2025-06-30 08:38:00,2025-07-08 08:38:00
595627d3e26146afa3d1b8b67a13e348,eb3ffa48cec84a9298a80da82ae69c39,delivered,2025-11-12 06:54:00,2025-11-15 06:54:00
39b11d19fedd4c1f8418f3bb30558b78,8e26198e3f734d9daf49268520a600a8,shipped,2025-01-15 06:21:00,
bb2e41fef53946d8a49de5eaff91eac7,18bdc0195432443aaabfaaf52b83b294,approved,2025-06-03 15:54:00,
e191fdf2ad374130b78f1aba8bd4607b,6d2e5a4db8474627870e79a0a31fe117,delivered,2025-11-29 17:09:00,2025-12-02 17:09:00
9c7a2c78009e4b5e84ea7599ef415efd,e7abf9d43de248ee867907309fb0ff48,delivered,2025-10-10 20:52:00,2025-10-24 20:52:00
db98cc05b17545fe8ce51f334fe4e011,acf000b104914ba78e367691eafaba25,processing,2025-12-11 07:29:00,
7c3a17d6de4c451cb12ad5c1de9bff0a,6bd9f45d72b54202a3862db2296f3cd0,delivered,2025-07-25 21:22:00,2025-08-07 21:22:00
c613c47ee2ff44edb0225e11f63ac2ee,4db38ad2f1634f65bf772b6593b6a523,processing,2025-11-26 15:11:00,
8dca6a7564524641856b51df5d9b5a4c,21569511c2ff4d178be65c4c80cc6f2e,canceled,2025-05-04 09:53:00,
62a2eeadf8ef46a1be6e19c8cd7881df,1a587243fda94f52b1725270b150feda,delivered,2025-10-31 21:00:00,2025-11-08 21:00:00
bb7a01a6f4394d698d1b268f7a05158e,dc593239a49d4948aa3914066868c601,processing,2025-02-03 09:08:00,
bba3a5fc77a14d798bf858134e450695,1e1e3da169964b948aafd074db779698,delivered,2025-01-30 21:28:00,2025-02-09 21:28:00
15644010cca040a5a9c6455f342530db,104da6764a4340798113e53733acf11b,delivered,2025-06-17 07:43:00,2025-07-01 07:43:00
2570105ad5294a2fb24f03ccfb48e267,973c30301a17410ab3780355efc494dc,delivered,2025-09-19 07:55:00,2025-09-22 07:55:00
7fd552fe3271431996eeed9c2c71c294,bfa392eee2b74f14be27461c2e7fbf01,delivered,2025-03-16 20:07:00,2025-03-30 20:07:00
b3cddb626642461095019da01f4108d8,e92aee34e34e4d0aa265f021906c895c,delivered,2025-04-16 13:22:00,2025-04-20 13:22:00
116d0ad569084d2193e15c07b402a79a,ab2b660910504dab8340ae203bf57de5,delivered,2025-08-25 20:11:00,2025-09-02 20:11:00
9b644497294e4cdda68f7cae95fc539f,d96889156ea8457db31c09c6cd1c3c93,delivered,2025-02-04 12:08:00,2025-02-18 12:08:00
a1165e9b3ec44f8e869ea100d64e2b1b,faf03e51e43f4ee7ad999fd4182f2fb8,delivered,2025-06-21 14:08:00,2025-06-30 14:08:00
625f965ed8834c418d72f30bad4cf25d,4a3920defcf84335a62c3f6c45b7fdea,delivered,2025-10-10 10:13:00,2025-10-15 10:13:00
205b94f67bda441aa4032615bae8f7e2,2330640a1865441684f8cecd0acd9b2d,processing,2025-03-09 07:03:00,
cb2698d76c9c43a69f53a329d1a2f70c,e51d9977c9eb4d69b86abbc3aef4b164,delivered,2025-12-17 13:02:00,2025-12-23 13:02:00
cf30018dcc9f44a4b2273bba9aa1d41f,89070d9b1e104a52a41d964677c8a4be,delivered,2025-06-08 06:49:00,2025-06-17 06:49:00
12338040bf6e4929851a448d4055a8e6,a9392530c4204be48f70493702ebdab9,delivered,2025-07-10 13:14:00,2025-07-13 13:14:00
8e48235ae7944d7a8c596e00630464f3,b57ba07a28c84119a009780480f2a498,delivered,2025-06-01 22:14:00,2025-06-08 22:14:00
1e1a7b8c5a414346a707094568f7a923,f65bd7188bb941b9bf1e313775dffee1,delivered,2025-10-12 20:21:00,2025-10-17 20:21:00
eac01b1ab0604cf0bfc479e6a6f92f29,58a5ecc20cca48818bf520165bc8ac46,delivered,2025-09-18 14:34:00,2025-09-23 14:34:00
42995a07039f47bf811b6ae8cd6d057d,0deaac672e1540eead72dad32d12ca74,delivered,2025-10-16 10:07:00,2025-10-23 10:07:00
176338f6b8e943e28eb65a010d99aa86,6e2b4032da7d406f8ebb9c79d1066e8e,processing,2025-10-28 19:16:00,
c83d7efbc77945ceb82e4e2fbeb20ec7,b3ac8f5b24064cfa86e164807e6deefc,canceled,2025-08-28 08:24:00,
33cdc48117374b7a9c047d52c5aaba6f,ab5f13a9f1f54a6e9b4d6b4b25eca7bb,delivered,2025-11-10 12:45:00,2025-11-12 12:45:00
dc6d288579b941b5b1fac6f31867872c,d9e86d8abe6c45fea5e26085267e2ce7,canceled,2025-03-24 09:27:00,
a85de805437a49aea832e92b590300f6,dd3d8ed277e84a129bec79b6cb9af894,shipped,2025-09-20 07:29:00,
bbb1ddb8c82a40de80169a8d0165b074,a59bc7bb8cdb43678bf4d69680f8686f,delivered,2025-03-21 08:53:00,2025-04-03 08:53:00
d57349a5b52c4066a4031b342f06a137,6165fda9bd124481a4f4103f9eecf38e,delivered,2025-05-15 08:57:00,2025-05-19 08:57:00
6acba6fe731f4f568cc695d1882630c4,11ab58cff1424d45995ca9ec3b2a3ae5,delivered,2025-02-23 12:56:00,2025-03-08 12:56:00
056793dc2f07473bb0dbbbc4684d06cc,ff3436db30c5427785b0a7599efbbdee,delivered,2025-11-30 08:30:00,2025-12-11 08:30:00
09ca61d5122f45429df08e844c402f8d,f68ef29f32a8489ca3edd413bcdca342,delivered,2025-06-05 14:44:00,2025-06-18 14:44:00
ac45d22b1afd4dfeb329f13cfa97f95c,699a35cc346a4ca89bad0fcca0cf8370,shipped,2025-08-31 19:47:00,
7c66c5a5542f40fb860470958de63aa8,62c009992b3b43439a09f80c597bc68d,approved,2025-12-31 18:09:00,
e7c1284a887a4d209d46dc179669b3cb,d9af601a441b42959d767c15c60ef20b,delivered,2025-08-20 09:06:00,2025-08-29 09:06:00
b1e986f689544a2fb2116549f56456a8,7e66174af00043fd91e06ab7b6b37ca0,shipped,2025-01-23 13:19:00,
4d7263968c774149bd6fb2a221b143ec,29e1a55e26d64920b7a848ae5def7bda,shipped,2025-09-03 14:07:00,
b99cac0ee5e44073b0b728ba332e1fa5,85e69a209a884bfe9393d402ecc09dbd,canceled,2025-08-16 16:24:00,
ebb1dcac3acd4ceda92453c9d95209e9,8f505114df6f4f6f837bef5376e659a4,canceled,2025-11-13 11:13:00,
87468a69860a4999a43c64e4f6a4e2a9,0f9133739fa0466a9ed143af62c5187c,delivered,2025-03-08 11:18:00,2025-03-12 11:18:00
d742c825e4904cbeaf347e1870a4386d,33d9d56370504604b8ec3e9104cdcb9f,delivered,2025-08-19 08:25:00,2025-08-27 08:25:00
fbd55b3544334b5aa7ce8656ed35c4f3,270dbca43e284d629f2ce105c178bf62,delivered,2025-04-22 12:47:00,2025-05-06 12:47:00
a2974f01736f4a52a4e38a817a888543,2e3255807db14c7eba2fd26bf9609884,delivered,2025-02-13 20:40:00,2025-02-26 20:40:00
9619450c116a43adb6f2e40b29f49b83,2c3906f419ff465f904d806fd9968a43,approved,2025-02-03 08:20:00,
7dad62d7041f463a950e020dc171bb33,ce66e40efd1d499899a71c4d05255cae,canceled,2025-11-11 11:28:00,
cc74283ad3c04ef4b8e8886be70c7742,48b28d017c0941c0b40b743d80756be1,processing,2025-11-12 12:46:00,
64ed8b987c764d7db61f0fd26e8384ba,f3bdde052b904f5a9f0db9eca2856b18,delivered,2025-08-30 19:40:00,2025-09-05 19:40:00
d47d7e49ceec4718a5bfbeecd4a5827a,13aaedf446ad4b4fb16fe2021e46701c,delivered,2026-01-01 09:46:00,2026-01-15 09:46:00
823ef7d312b34b5491f68ede4c7ae45c,a49e3174a36647bebba498aee114c66a,delivered,2025-12-22 13:04:00,2025-12-24 13:04:00
a0b5941fea464081a71d6cb15559e23a,9ffc895d223b4f18868c31c9820fbe27,delivered,2025-02-28 06:43:00,2025-03-14 06:43:00
e35387a23c6546b2867898807829e424,bf79a0c1aab54aabb99261575ab2fb5f,delivered,2025-01-25 16:11:00,2025-02-06 16:11:00
a5d5eec17ff04f1e98d85cda4df46c43,0e7ddcaf65564690892ee9541b53b28a,delivered,2025-06-24 18:57:00,2025-07-02 18:57:00
379aa0d305064114b65310b0e90507ff,194b2553b0054c69897bd34fa68a834c,processing,2025-12-30 17:05:00,
29bfea88979e40e4b54f6f25f4d14966,0a2b552b636140e28f6de18e6f9d1b62,delivered,2025-11-02 17:13:00,2025-11-11 17:13:00
8fd6852b52844f38bd77dddf04878888,b8f65eadf7f64c7fa344183ac102f2b8,shipped,2025-03-11 20:49:00,
985364d77a084b528e4edc95c1104e1d,32bc6e1e9eb3475fb7cf6c76d021a70c,processing,2025-04-28 11:47:00,
ebc788b926a44d07979b095260dbed30,44aeaca18ecf41afbe074f344d3a4323,delivered,2025-06-24 12:11:00,2025-06-30 12:11:00
8b7f6914ed2240b4bb9c1e3caaceb48e,d2835b4bda234479a247d8f8e5a365ef,delivered,2025-10-06 06:31:00,2025-10-20 06:31:00
81571c656cac4b69b6dcda514b093297,b5fe1deb5ef34efbbff5dca0fa8d59fe,delivered,2025-12-30 19:22:00,2026-01-08 19:22:00
1e96dd1d26d742f49b12df4469eedb69,1db47e4bd7db4c409dfa753e7a811042,processing,2025-06-11 15:13:00,
b897668722654cbbb198edd50cdfe837,f0679fbf36974c8a9778ed872e54c509,delivered,2025-11-02 11:35:00,2025-11-13 11:35:00
023176703a824d0b949557fb7fc38702,b2a4f909cd24463dac7d40bd6080c96c,delivered,2025-05-01 08:10:00,2025-05-13 08:10:00
94619486094a41a6a2120c83c633bdf6,e2d27528dc4c45f0ab6280201624ad5c,delivered,2025-05-02 14:29:00,2025-05-08 14:29:00
8dbf2f6c0fa746f08517d23606a38e88,9d26255e3fda46948dba47e2e17aa5e3,shipped,2025-02-03 08:25:00,
66bbf4ed904040c4a30434c4b0bc0593,b560a8c1e26c4418bbc4b66696ab1214,shipped,2025-05-16 20:34:00,
fdadd9294ecf47f39e600d9113659168,b370b072a4c84e5a827895f0634f4ab7,approved,2025-10-13 11:09:00,
ea59a50343684e8f8057192bb4ca05e1,fe1aa6a5fc9b43d7b6e41d8af554ea19,delivered,2026-01-01 14:43:00,2026-01-07 14:43:00
5394472739fd4e10847c63937dd04197,fcc22f52bd254effa2b6053e300572e6,delivered,2025-05-29 14:29:00,2025-06-12 14:29:00
0fcf867d2614475d86237d3d3efa491d,5cd79116b3f84a86925096933db841ed,processing,2025-10-02 15:33:00,
804acad327f144ed93d9c51da225f961,3293d71168c94367935a908025e35f60,processing,2025-07-22 15:19:00,
ae55b83ac9b5454c8a567f906033dd94,d1530d82cba8497ca5cab2336a285563,delivered,2025-05-15 11:07:00,2025-05-27 11:07:00
ed1562def8fd4727bf930470b08cdc33,2e3ee94c713449579ce374c8b5400556,delivered,2025-11-14 08:16:00,2025-11-18 08:16:00
f1651bad58ad4a72af5a346c1cf950b9,300c4487afd14440a5a921dee41d3534,shipped,2025-09-03 08:14:00,
11ac2af446bb4855b32a4bbe15df9457,40da7d93df434aa2b5d7186e62f5a0eb,processing,2025-02-13 14:14:00,
0541f4765d9045a3ae7275c5786faf41,6e832c8cae32495097dd5c760e62b6b5,delivered,2025-07-26 15:42:00,2025-08-03 15:42:00
1f09d25e738d49f5aba07648a0e79ff0,1f7df62ea9b640628f278c9683517f37,approved,2025-03-09 12:46:00,
2f482cfdf8ed4f4693f878471a4b267c,c4306a36b271448eab6a84fd69613fef,delivered,2025-05-16 17:47:00,2025-05-28 17:47:00
bc6d6f6516614a1f922dd2a16ffff1d8,389eb5035d8c4f62bb0f3d0994699707,approved,2025-10-20 09:53:00,
bea90aa5518344b8844f691d7450bb7d,e0e43c77f1bf45ceb26d1f6b665f9b20,delivered,2025-01-06 19:50:00,2025-01-15 19:50:00
30a2d4aeae81404485a4e168dbf79443,54b5906e9cd64123959eedb1b88c0bd8,shipped,2025-12-08 12:03:00,
2300da9bfe554c739c26632cca0f7f03,08f2eafb94bb4bdfb0344b9aea45621e,canceled,2025-08-24 06:15:00,
ba02b641e1a14cbf95f44bf52a1c6ce9,e2940a7cc2a1429baa38213833feefa4,shipped,2025-04-20 14:25:00,
4450dae74d1341d99aa7660449f29a51,08dc37b62899407bbfdd5bad08986cfe,delivered,2025-01-27 21:21:00,2025-02-01 21:21:00
884d3c33e48c4e8bb35113e7291c87f9,fd0fae230d184786a83fdfd7c3a04fb7,delivered,2025-11-03 08:48:00,2025-11-15 08:48:00
24450da314524ceab957f4f1451ff29b,e4509ab4ca444e3894da75680ea71409,delivered,2025-04-08 11:33:00,2025-04-20 11:33:00
f524dc6faf59412db406326dc95a92e9,8bea0feeddae43ee936e78688929be44,processing,2025-09-19 12:56:00,
1d38b73080ac4f0c87efe4a04d39ad7f,717a00ed16704802a1e80c14931fecb4,delivered,2025-08-15 13:39:00,2025-08-25 13:39:00
0ceca94aa9c049a287b250ad4d987f90,aa59f4cf993f4e9f8a5071462cd6aafc,delivered,2025-06-14 16:00:00,2025-06-21 16:00:00
138582f701bb4f95881bb382244b6f94,2dc886df88cd433ba297544b9f2be1b8,delivered,2025-03-02 17:06:00,2025-03-14 17:06:00
10d23c3d86de473bb1923ae30dc109ef,aeea355755cd4187bb88e91941b54bba,delivered,2025-03-10 20:32:00,2025-03-17 20:32:00
abb8a626dcb34005a210b77f6e62fa17,9c129a0fc4b24d09bf674b6e36c608b0,processing,2025-11-21 19:10:00,
d1820f241a4c4c8ea465a697f9f48595,baef5bd1f41f49fc9f55b074010ce12b,delivered,2025-12-28 18:59:00,2026-01-01 18:59:00
870cda0f44754894bee4a91785fa36fc,00fd3affbd6049ca8ef0d947c95ac370,delivered,2025-04-01 15:14:00,2025-04-11 15:14:00
05e51d10304243e3870e04e104286c7a,45f65679ca4747abb94fad9642da4390,canceled,2025-06-06 14:55:00,
c86863e4515d412a890ac641054db122,c41a0c54a04740ef92dbca0f75d78f0d,delivered,2025-06-29 08:45:00,2025-07-05 08:45:00
5c810a140e944f25a5d7be0f01d05e84,ee6ab0e8126e4dafa967b0f4fc01014d,shipped,2025-06-25 12:41:00,
69ae7590c6974b25ad3fb2d5d5cbe5f9,562527d5a6464e33a3cd7bd1a9866034,delivered,2025-05-13 18:47:00,2025-05-18 18:47:00
ca8b86136891436aa9adb3fbf8218e6a,e62e72f06afe41a8aff786dd91e2b167,delivered,2025-06-14 16:18:00,2025-06-21 16:18:00
a48c5f9b1d5b45309e074e7de36ed4eb,f111c4d57a8a43f8ab7028ba20ad3410,delivered,2025-12-02 10:08:00,2025-12-05 10:08:00
bfcf62fa5a3e4344b783866776402d4b,dd6d77ebd8dc41cca5dd2ebae12fe7ca,canceled,2025-09-24 22:19:00,
a4c24b0b32394adbbd831911e4e0e822,0f5ec75ec41a4602a6bd863bcec050c4,delivered,2025-02-10 10:03:00,2025-02-17 10:03:00
503edc8a79a647c688f2a5d7dbc2ad83,de50462fde564105b7d380e31b0b88a3,delivered,2025-10-11 22:39:00,2025-10-24 22:39:00
b8609b61d1fc4fb2baa62b92a3c04b01,c2bf2c78186d4543bb6107584323318f,delivered,2025-10-17 10:41:00,2025-10-21 10:41:00
68772ede71b14073a5610c66638fffd8,26217f508e1442fd8af9e911ece76813,shipped,2025-03-26 15:56:00,
c932fe09863b4dfd96aa4bf016e27133,f172ee502f9147bc9e7fb0a15754ae48,processing,2025-08-07 19:58:00,
f2c6dcecf11347c6b74174d4414ca809,d9e7e25c0f314f259fd3b1a49f2dd511,delivered,2025-12-15 18:55:00,2025-12-25 18:55:00
3a0ae20b150c440a8c8ac552adb6d565,59a83a1a225b431cab7bf8e9ac13d106,shipped,2025-03-23 11:24:00,
5e787df2efda44278d26b53de063d3c9,b3e2b3efbb414265ab94a4bf9ed8d77f,delivered,2025-05-29 07:43:00,2025-05-31 07:43:00
d86d38b732214df28b5e58db7b116780,75485b49754e4b74bcd84ae259efe8f1,delivered,2025-12-06 21:31:00,2025-12-11 21:31:00
2586a4eb937c432ca46f78e4dc2a676b,8cfb0415e9914265b6acee3b3282d09b,shipped,2025-05-31 19:11:00,
4451cee3e32949b293ed3fee199e9e21,3f41b07ef5ae4f31adcb32449fa1f078,shipped,2025-11-03 17:37:00,
9c77b54c70ed4585ad326c0974dc730c,da8032b2053b46e0bc010e1e07324746,shipped,2025-03-14 08:13:00,
4f1591872093486caff8e806cc6bae37,060cca3a6e38440b8cba483bae64dc84,delivered,2025-04-07 07:07:00,2025-04-11 07:07:00
c5e50d71b97b47b4b04ec513f32ecbaf,7d87aceae4404f21b8bc31b931f69ac3,delivered,2025-12-17 12:27:00,2025-12-30 12:27:00
d72e79c8e86547878a66a0a836323f12,82eeae06b5274669a4e04856a56baf84,delivered,2025-10-25 13:29:00,2025-10-27 13:29:00
40c1228334bc454eaced8d5e29ebc6c2,8ff605fd9dfb46b99437b6eb7d7650c2,delivered,2025-06-18 19:19:00,2025-06-24 19:19:00
4d84c9611822455e9d245e32068c3f62,507b6e8cf348402bbd4e8a8e93a0e5b8,delivered,2025-02-14 14:32:00,2025-02-18 14:32:00
0c246459d47a44c599dc14c5eb24e315,6911e8eb505d496cb024603113c8c6e1,delivered,2025-11-14 14:58:00,2025-11-28 14:58:00
95c0037149f2446991fb12c2e2dce54a,d13ad1110af04ec29cd4dffd4c03199c,canceled,2025-12-24 21:11:00,
35ff2856e2aa4a7181f42d8172480e38,2e0cc7c1ce43485897501be8380803e3,approved,2025-06-27 17:20:00,
b5218817e3bf4ebc9fcb9dd1e457f572,0d61c3a131e04ad7812cc1cf25795021,delivered,2025-07-23 16:56:00,2025-07-30 16:56:00
8e7d274c33ec447ba1660a15bc3ade74,b523ffac3b2940a6a6df28e90312dfe1,delivered,2025-07-18 15:51:00,2025-07-25 15:51:00
87d781fe98df42468f1f42a5b984e8c7,83e79dd636254e469c431b1818251f32,delivered,2025-09-25 12:46:00,2025-10-03 12:46:00
30cb86d616104da09b4b5c14fdda90ac,20c391014a5841189adb0850397d6767,delivered,2025-03-18 22:18:00,2025-04-01 22:18:00
980d93bfdaa742dba28c3262538304c6,e99204bc838e4e4082fcf3b6ba18b868,delivered,2025-10-24 10:50:00,2025-11-06 10:50:00
dc4ec84b5a124084bd8574a98ab10b53,682ba1d942844542839fac2ebad58510,shipped,2025-10-14 19:56:00,
14c7ec677219445b9b3393d6bf67aa26,3c9f4e9f0ea141d1aa9987fe561f9030,delivered,2025-09-28 06:06:00,2025-09-30 06:06:00
b1ec43d3a6a94f7ab5c03881e09722b9,17e9b490997c48a48b1fdad3a8a475be,shipped,2025-06-24 11:33:00,
